Country,level_3,RCA_Specialty
Zambia,Natural Sciences,0.1788744403801884
Zimbabwe,Natural Sciences,0.0753947407583784
Norway,Natural Sciences,0.2306625659919041
Burma,Natural Sciences,0.6954988474678161
Ecuador,Natural Sciences,0.5000694192537191
Mauritius,Natural Sciences,2.357470119338961
Saudi Arabia,Natural Sciences,1.535527062035803
Syria,Natural Sciences,0.8288821880780821
United Kingdom,Natural Sciences,0.5147038461992015
Burkina Faso,Natural Sciences,0.1879170775169152
Iceland,Natural Sciences,0.6002407780112412
Japan,Natural Sciences,1.148156593201439
Kazakhstan,Natural Sciences,2.220063826982908
Mongolia,Natural Sciences,0.2703491040856735
Turkey,Natural Sciences,0.7500717836066926
Armenia,Natural Sciences,0.4165710709229718
Botswana,Natural Sciences,1.01648330180306
Chile,Natural Sciences,0.5042281509415019
Romania,Natural Sciences,1.1759649025862724
Thailand,Natural Sciences,2.56719878483127
Uruguay,Natural Sciences,0.1026937153061772
Georgia,Medical Sciences,0.7967506542105584
United Kingdom,Medical Sciences,1.2135633661127243
Denmark,Medical Sciences,2.992807576960812
Ecuador,Medical Sciences,1.3786031260450526
New Zealand,Medical Sciences,0.6872730122190462
Niger,Medical Sciences,8.936302406327751
Portugal,Medical Sciences,1.0016672032713252
Reunion,Medical Sciences,10.64750925009264
United Kingdom,Medical Sciences,1.5172905651400943
Burkina Faso,Medical Sciences,1.4164544007110358
France,Medical Sciences,1.270026224461661
Turkey,Medical Sciences,1.2840796502355236
China,Medical Sciences,0.3377227621771764
Ecuador,Medical Sciences,0.4226895852311562
Ethiopia,Natural Sciences,1.671513122488452
Guatemala,Natural Sciences,0.9566914440873104
Iran,Natural Sciences,0.6751239271931795
Switzerland,Natural Sciences,1.481671228321939
Ukraine,Natural Sciences,0.6135561049105035
Vatican,Natural Sciences,2.4448781348897928
Democratic Republic of the Congo,Natural Sciences,1.8869957959593904
Ethiopia,Natural Sciences,2.357934306336261
Germany,Natural Sciences,0.7532969560885101
Madagascar,Natural Sciences,1.2428944649144735
Mali,Natural Sciences,1.3635759094557187
North Korea,Natural Sciences,0.4112959944282195
Palestine,Natural Sciences,1.411253388807317
Papua New Guinea,Natural Sciences,0.2722246869596849
Somalia,Natural Sciences,1.8018681660664853
Tanzania,Natural Sciences,1.6420798570002122
Uzbekistan,Natural Sciences,0.6717023340957905
Cameroon,Natural Sciences,1.789765739572565
Eritrea,Natural Sciences,7.836061303259012
Ethiopia,Natural Sciences,1.764857723790383
Greece,Natural Sciences,0.9276390850051126
Latvia,Natural Sciences,1.775659211575934
Moldova ,Natural Sciences,0.7572664284662071
Mongolia,Natural Sciences,5.359982452786833
Morocco,Natural Sciences,2.4941002741543543
Tanzania,Natural Sciences,1.2752080894454525
Argentina,Natural Sciences,1.0713611509043026
Ethiopia,Natural Sciences,1.5266320871271175
Ireland,Natural Sciences,0.5809338452595286
New-Caledonia,Natural Sciences,1.014743616098301
Vietnam,Natural Sciences,0.7100239671335652
Chile,Natural Sciences,2.348266362192442
French-Polynesia,Natural Sciences,20.69803358706403
Iran,Natural Sciences,0.4693901230349689
Nepal,Natural Sciences,0.2963918890749026
Netherlands,Natural Sciences,1.3625522996363246
Portugal,Natural Sciences,1.955458737608932
Slovenia,Natural Sciences,0.5013906697850485
Switzerland,Natural Sciences,0.52839525837359
Tunisia,Natural Sciences,0.5418333399754982
Argentina,Engineering,0.5336175963250794
Indonesia,Engineering,0.7719681751900331
Libya,Engineering,2.163364962568575
Namibia,Engineering,2.5937726514565647
Netherlands,Engineering,1.0221593561763556
Qatar,Engineering,0.2122581732768654
Thailand,Engineering,0.4055044474973605
Burma,Engineering,0.460661568000245
Cambodia,Engineering,0.4117557166029587
Costa Rica,Engineering,0.3541463011725005
Croatia,Engineering,0.5898447046112922
Greece,Engineering,1.0425442432248893
Brazil,Engineering,0.3597586304974274
France,Engineering,0.4820412740350265
Macedonia,Engineering,0.7236811340330196
Moldova ,Engineering,0.6689489474254803
Netherlands,Engineering,0.6222003002026739
Portugal,Engineering,1.8801803682443143
Tunisia,Engineering,0.7640961362826821
Brazil,Engineering,0.6984816453401554
Cuba,Engineering,1.6594852045346995
Morocco,Engineering,1.0653834777715148
Philippines,Engineering,0.2378963743278372
Qatar,Engineering,2.230791781890193
Romania,Engineering,0.9298907780104176
Argentina,Engineering,0.3125351220890947
Bahrain,Engineering,0.9544658136431432
Botswana,Engineering,0.4524663288228473
Greece,Engineering,1.210896070725976
Malawi,Engineering,0.0521116392506313
Malta,Engineering,0.7891579834299268
Norway,Engineering,0.5094412454729823
Taiwan,Engineering,1.84966614007921
Brazil,Engineering,0.319770338025436
France,Engineering,0.5173465590481761
Poland,Engineering,3.6899027165312015
Switzerland,Engineering,0.0673165871172478
Australia,Engineering,0.6705097681042268
India,Engineering,1.2232815488303928
Italy,Engineering,0.9836711554405612
Japan,Engineering,0.6034893475903402
Bahamas,Engineering,0.4179539083146573
Estonia,Engineering,0.319894687204315
Guatemala,Engineering,0.1158459202393887
Iran,Engineering,1.431824924023758
Netherlands,Engineering,0.4475577509357746
Singapore,Engineering,2.035070574812518
Sweden,Engineering,0.6874355725022225
Chile,Arts and Humanities,3.298381692385713
Cyprus,Arts and Humanities,2.1025886593605536
Egypt,Arts and Humanities,0.3162201747881999
France,Arts and Humanities,0.9621782274418358
Republic of Serbia,Arts and Humanities,1.072490106084758
Tanzania,Arts and Humanities,0.5843609613656784
Turkey,Arts and Humanities,1.7541861458239685
United States,Arts and Humanities,1.2447001626467171
India,Arts and Humanities,0.1770792673277483
Japan,Arts and Humanities,0.1196562518582999
Lebanon ,Arts and Humanities,0.7152360605509519
Netherlands,Arts and Humanities,0.4902327995188297
Romania,Arts and Humanities,0.7620314923509499
Angola,Natural Sciences,3.074818681151944
Burundi,Natural Sciences,2.028071896078941
Croatia,Natural Sciences,1.7567480372691229
Iran,Natural Sciences,1.3338143345217084
Ivory Coast,Natural Sciences,3.613189461064829
Uganda,Natural Sciences,1.5860129636557447
Ukraine,Natural Sciences,0.2679316930394374
Canada,Natural Sciences,0.836822368338209
Ireland,Natural Sciences,0.5373933610129928
Lithuania,Natural Sciences,1.279018544049219
Madagascar,Natural Sciences,6.1427591485134805
Yemen,Natural Sciences,1.120434034544464
Israel,Natural Sciences,0.5962062911214607
Jordan,Natural Sciences,2.384779126278772
Laos,Natural Sciences,5.303858811018405
Romania,Natural Sciences,0.2556103861457234
Sudan,Natural Sciences,4.622930301637852
Taiwan,Natural Sciences,0.254971062820673
Thailand,Natural Sciences,1.7973085634157318
Argentina,Natural Sciences,2.6073300759543763
Bermuda,Natural Sciences,8.36146888606578
Cuba,Natural Sciences,1.630975725500477
Dominican Republic,Natural Sciences,2.2598564556934537
El Salvador,Natural Sciences,6.168296719228853
Guinea,Natural Sciences,1.1944955551522545
Iraq,Natural Sciences,0.3135550832274667
Mexico,Natural Sciences,1.8449197483834876
Portugal,Natural Sciences,1.5397420686910563
Senegal,Natural Sciences,1.5809499994662188
South Korea,Natural Sciences,0.098264669347255
Syria,Natural Sciences,1.1454066967213397
Togo,Natural Sciences,5.788709228814771
Austria,Natural Sciences,1.102038768186337
Namibia,Natural Sciences,1.4500648142080577
Nigeria,Natural Sciences,1.2503944899040136
Iraq,Natural Sciences,0.261145618556701
Kazakhstan,Natural Sciences,0.3865245048017777
Spain,Natural Sciences,0.7730554522155197
Suriname,Natural Sciences,10.995604991861097
Costa Rica,Natural Sciences,6.396605272841601
Dominica ,Natural Sciences,7.54044267406154
Estonia,Natural Sciences,1.448489238038835
Libya,Natural Sciences,1.5805294687989253
Montenegro,Natural Sciences,5.154226637966116
Nigeria,Natural Sciences,1.0504583151224074
Sudan,Natural Sciences,0.4198854389268607
Tanzania,Natural Sciences,2.219451051233208
Uruguay,Natural Sciences,3.612843676864332
Azerbaijan,Natural Sciences,0.7111017386451124
Guinea-Bissau,Natural Sciences,9.17024950461093
India,Natural Sciences,0.9382252321490768
Israel,Natural Sciences,0.634482127886594
Laos,Natural Sciences,1.8226582866307437
Lebanon ,Natural Sciences,1.148351533388967
Madagascar,Natural Sciences,1.6064670665011846
Montenegro,Natural Sciences,4.643164306132117
Slovenia,Natural Sciences,0.8885631616882657
Thailand,Natural Sciences,1.6470420064408775
Tunisia,Natural Sciences,2.112518210486287
Cyprus,Natural Sciences,0.5661551269909119
Luxembourg,Natural Sciences,3.226792140377695
Malta,Natural Sciences,1.0887030052971451
Norway,Natural Sciences,1.5039612300407812
Panama,Natural Sciences,9.515987056674009
Sweden,Natural Sciences,1.6252061729530611
Argentina,Natural Sciences,7.233095197102276
Bulgaria,Natural Sciences,0.6469369538525774
Ghana ,Natural Sciences,0.6747594032345009
Republic of Serbia,Natural Sciences,0.3229706416405229
Sri Lanka,Natural Sciences,0.8009548641447701
Taiwan,Natural Sciences,0.3417755283484198
Colombia,Medical Sciences,2.732524788433827
Finland,Medical Sciences,0.1711762203053961
India,Medical Sciences,0.4729092169751441
Kazakhstan,Medical Sciences,0.6244613233933404
Liechtenstein,Medical Sciences,1.1480317867146277
Namibia,Medical Sciences,0.5890424874242591
Sweden,Medical Sciences,1.0206046933906874
United Kingdom,Medical Sciences,0.8266211934500022
Colombia,Medical Sciences,0.8124182112890682
Democratic Republic of the Congo,Medical Sciences,2.6963328823491515
Finland,Medical Sciences,0.7443117020663231
Gambia,Medical Sciences,4.586173340067083
Germany,Medical Sciences,0.9335696797850148
Lesotho,Medical Sciences,16.569400454435915
North Korea,Medical Sciences,2.7915837722147465
Saudi Arabia,Medical Sciences,0.4711437756611924
Antigua & Barbuda,Medical Sciences,9.9425986944037
Iran,Medical Sciences,0.2984271744193207
Solomon Islands,Medical Sciences,2.14975106906026
Somalia,Medical Sciences,3.787656645487124
Bhutan,Medical Sciences,21.7948404443501
Croatia,Medical Sciences,0.202285710833268
French-Guiana,Medical Sciences,25.147892820403964
Indonesia,Medical Sciences,7.131930647936925
Ivory Coast,Medical Sciences,45.43870164841944
New Zealand,Medical Sciences,0.2993209399851887
Solomon Islands,Medical Sciences,61.85022288261516
Trinidad and Tobago,Medical Sciences,3.757731111094845
Democratic Republic of the Congo,Medical Sciences,1.191868810360257
Kenya,Medical Sciences,0.3525636775988027
Nigeria,Medical Sciences,0.5857491347916903
Romania,Medical Sciences,0.9029610339425912
Tunisia,Medical Sciences,0.7924991566269772
Ecuador,Medical Sciences,1.8142603684312535
Guadeloupe,Medical Sciences,5.011997821465335
Iran,Medical Sciences,0.7646563070623118
Iraq,Medical Sciences,0.6402827216921966
Mauritius,Medical Sciences,0.9503268596544662
Palestine,Medical Sciences,1.0234289257817328
Panama,Medical Sciences,0.6072628065841817
Singapore,Medical Sciences,0.1046630454028375
Switzerland,Medical Sciences,1.3942854394622133
Bosnia & Herzegovina,Natural Sciences,0.1527249864126112
Ethiopia,Natural Sciences,0.5523478143610997
France,Natural Sciences,2.118443230209436
Iceland,Natural Sciences,2.058271059280996
Kazakhstan,Natural Sciences,1.8784749485125616
Monaco,Natural Sciences,3.8964966928164895
Peru,Natural Sciences,0.2441836723595573
Armenia,Natural Sciences,0.5399730850063347
Australia,Natural Sciences,1.1802375098821734
Bolivia,Natural Sciences,1.6149653735051843
Bulgaria,Natural Sciences,0.6444303060749975
Jordan,Natural Sciences,0.5793966136543136
Russia,Natural Sciences,1.571456821277801
Gabon,Natural Sciences,1.2365761923985683
Indonesia,Natural Sciences,1.8130991324307488
New Zealand,Natural Sciences,0.946537573993136
Pakistan,Natural Sciences,1.716019497487352
Poland,Natural Sciences,1.4002194314926204
Solomon Islands,Natural Sciences,2.045363864183578
Switzerland,Natural Sciences,0.932155946180846
United Kingdom,Natural Sciences,0.6983771147691434
Angola,Natural Sciences,6.782827257122049
Burma,Natural Sciences,3.452670689175427
Burundi,Natural Sciences,1.9173341486697584
Central African Republic,Natural Sciences,3.6045881994991458
Croatia,Natural Sciences,1.3382189019620272
French-Guiana,Natural Sciences,1.9805429667577723
Guadeloupe,Natural Sciences,2.468896027054209
Indonesia,Natural Sciences,1.1584671852694957
New-Caledonia,Natural Sciences,2.6661155321739245
Oman,Natural Sciences,2.032662518514556
Saudi Arabia,Natural Sciences,0.8326946513315053
Togo,Natural Sciences,2.7727601534608817
Nepal,Natural Sciences,3.683591981111016
Slovakia,Natural Sciences,0.566986705129188
Togo,Natural Sciences,5.276666803711165
United Arab Emirates,Natural Sciences,1.2465645875849325
Greece,Natural Sciences,1.1517036216487453
Kuwait,Natural Sciences,0.8325466023846986
Finland,Engineering,0.2945147218121149
United Kingdom,Engineering,0.8861376936560691
Argentina,Engineering,0.673427272824141
Cameroon,Engineering,0.4178891185384546
Fiji,Engineering,0.8972587257318205
Iran,Engineering,2.719954220663778
Iraq,Engineering,3.6069800774419183
Latvia,Engineering,0.2221046845715467
Malawi,Engineering,0.1036488528000551
Bhutan,Engineering,2.2744264212466327
Oman,Engineering,2.1946219854134177
Panama,Engineering,0.6606217821048311
Qatar,Engineering,2.0463990936666363
Germany,Engineering,0.723519897851048
New-Caledonia,Natural Sciences,1.0741136046692308
Pakistan,Natural Sciences,0.8888872908942165
Portugal,Natural Sciences,0.8841299400056244
Singapore,Natural Sciences,0.778910959833083
Australia,Natural Sciences,0.551980996216634
Estonia,Natural Sciences,1.1277844817260787
North Korea,Natural Sciences,4.347624994508196
Peru,Natural Sciences,0.1311758820329115
Byelarus,Natural Sciences,1.344956400461547
Japan,Natural Sciences,1.5359270692988003
Libya,Natural Sciences,2.4709273857512515
Republic of Serbia,Natural Sciences,0.5878316285532893
Slovenia,Natural Sciences,0.9138004482859032
Egypt,Medical Sciences,0.0909758681145724
Indonesia,Medical Sciences,0.2082663377387162
Spain,Medical Sciences,1.630725945203385
Trinidad and Tobago,Medical Sciences,2.6335945269718457
Brazil,Medical Sciences,0.711987437248584
Ivory Coast,Medical Sciences,3.613234185952015
Peru,Medical Sciences,1.4442508939519598
Austria,Medical Sciences,1.5202098777028914
India,Medical Sciences,0.4820746073340649
Kenya,Medical Sciences,0.5674615456264709
Netherlands,Medical Sciences,1.6100276773089224
Peru,Medical Sciences,0.7910070029944746
Vietnam,Medical Sciences,0.1335041044995545
Denmark,Medical Sciences,2.9550352940441784
Finland,Medical Sciences,1.2314128334251502
Republic of Kosovo,Medical Sciences,2.557271990648495
Singapore,Medical Sciences,0.9436832919792773
Dominican Republic,Medical Sciences,0.3822711526946657
Guadeloupe,Medical Sciences,1.45315403935301
Hungary,Medical Sciences,0.7996145005540278
Jordan,Medical Sciences,0.8887632724229662
Russia,Medical Sciences,0.1837619418062752
Solomon Islands,Medical Sciences,1.1468134580839973
St-Kitts & Nevis ,Medical Sciences,1.0477061222001949
Bosnia & Herzegovina,Medical Sciences,0.561461886066866
Central African Republic,Medical Sciences,3.1104988488104377
Malta,Medical Sciences,2.030351728988536
Mauritania,Medical Sciences,2.5084668135568045
Monaco,Medical Sciences,3.069571232378721
Niger,Medical Sciences,0.6943077787523297
Republic of Kosovo,Medical Sciences,2.592082374008698
South Africa,Medical Sciences,0.6388935428894679
Japan,Medical Sciences,1.4681151250566518
Jordan,Medical Sciences,2.776881120352475
Philippines,Medical Sciences,0.1343185420051232
Slovenia,Medical Sciences,0.6108900835479032
United States,Medical Sciences,0.9106737008543282
Zimbabwe,Medical Sciences,0.3770961683956916
Cyprus,Medical Sciences,0.1822067629525331
France,Medical Sciences,1.3178395256005702
Malaysia,Medical Sciences,0.3267079267548159
United States,Medical Sciences,1.2370279661538102
Haiti,Medical Sciences,1.4611685155500502
Iceland,Medical Sciences,1.0968284947308806
India,Medical Sciences,0.5018009300820278
Malaysia,Medical Sciences,0.3902886427066998
Netherlands,Medical Sciences,1.6105235806999705
Zambia,Medical Sciences,0.3110247837977934
El Salvador,Medical Sciences,7.63889390389312
Gambia,Medical Sciences,2.773646000818335
Indonesia,Medical Sciences,1.5429553911837095
Kyrgyzstan,Medical Sciences,4.659725281374803
Liechtenstein,Medical Sciences,2.377410857844287
Malta,Medical Sciences,2.4332769093341007
New Zealand,Medical Sciences,1.0741960379861475
Singapore,Medical Sciences,0.4998632569593224
Switzerland,Medical Sciences,0.9841252444168896
Lithuania,Medical Sciences,1.0718383602561243
Syria,Medical Sciences,3.923548335488552
Taiwan,Medical Sciences,0.3848464145029284
Uruguay,Medical Sciences,2.3391753687985286
Bosnia & Herzegovina,Medical Sciences,0.3206780767165921
Ethiopia,Medical Sciences,0.7380353599447739
Lebanon ,Medical Sciences,1.7113127465477858
Turkey,Medical Sciences,0.7515675195657658
Vietnam,Medical Sciences,0.1730693175849897
Benin,Medical Sciences,2.1992606482775674
Botswana,Medical Sciences,0.3718369535657739
Burma,Medical Sciences,2.5377990802752186
Costa Rica,Medical Sciences,1.0974392561793975
Czech Republic,Medical Sciences,0.4283793113955321
Dominican Republic,Medical Sciences,1.1188607431618784
Madagascar,Medical Sciences,0.7554351733027281
Montenegro,Medical Sciences,3.406152009245972
Palestine,Medical Sciences,1.5439756642233848
Uganda,Medical Sciences,2.307533928700746
Uruguay,Medical Sciences,0.7513220961341108
Venezuela,Medical Sciences,1.7249103123745626
Canada,Medical Sciences,1.1668478624894156
Uganda,Medical Sciences,0.6931985247122934
United Arab Emirates,Medical Sciences,0.865238449329363
Argentina,Medical Sciences,0.7480270989556718
Finland,Arts and Humanities,1.380893109268676
Italy,Arts and Humanities,2.5124204722593046
South Africa,Arts and Humanities,0.769787844715351
Uganda,Arts and Humanities,1.5459799144283335
United Kingdom,Arts and Humanities,2.2606302270491105
Finland,Arts and Humanities,1.3242257894498748
Mexico,Arts and Humanities,0.0769833525515248
Nigeria,Arts and Humanities,0.7662090271364921
Egypt,Natural Sciences,1.086769063345969
Ghana ,Natural Sciences,3.3714249848000413
South Sudan,Natural Sciences,1.7651736873279675
Swaziland,Natural Sciences,1.68210669027724
Thailand,Natural Sciences,2.78089161475324
Poland,Medical Sciences,0.6698860506451941
Portugal,Medical Sciences,1.576540778862563
Qatar,Medical Sciences,0.7888756783491501
Reunion,Medical Sciences,3.2646025412533977
Burma,Medical Sciences,0.4877252637828494
Cameroon,Medical Sciences,0.2106856899161266
Canada,Medical Sciences,1.0417025475359727
Latvia,Medical Sciences,0.7838441739367223
Portugal,Medical Sciences,0.5633832060229832
South Korea,Medical Sciences,1.1895701671560237
Sri Lanka,Medical Sciences,0.3643977877308884
United Arab Emirates,Medical Sciences,0.1615621590308712
Ethiopia,Medical Sciences,0.4614983455208364
Guinea,Medical Sciences,0.7405949640024853
Honduras ,Medical Sciences,0.8938215082788614
Ivory Coast,Medical Sciences,0.8421928291002989
New Zealand,Medical Sciences,0.9993019158185388
Spain,Medical Sciences,0.999331032766417
Cambodia,Medical Sciences,0.6909125003140241
Chile,Medical Sciences,1.6443146877719113
Lebanon ,Medical Sciences,1.82191255350718
Moldova ,Medical Sciences,4.238370800245694
Romania,Medical Sciences,0.2588152021702309
Algeria,Medical Sciences,0.1481184116054532
Byelarus,Medical Sciences,0.2278357910263848
Egypt,Medical Sciences,1.2103037332545996
India,Medical Sciences,0.9281195180185552
Kenya,Medical Sciences,1.6670221231619955
Algeria,Medical Sciences,0.1935322537152384
Australia,Medical Sciences,1.369327175742877
Austria,Medical Sciences,1.2600563360720998
Bangladesh,Medical Sciences,0.4350488446830455
Kazakhstan,Medical Sciences,0.1297614962930664
Libya,Medical Sciences,1.8376267793817227
Slovenia,Medical Sciences,1.06186356921124
Brazil,Medical Sciences,0.5947133427426781
Croatia,Medical Sciences,2.224212544808976
Guinea,Medical Sciences,2.2189168006546685
Iraq,Medical Sciences,0.1456164150429626
Portugal,Medical Sciences,1.243588278989806
United Arab Emirates,Medical Sciences,0.322583958558311
Czech Republic,Medical Sciences,0.4414207836712131
Dominican Republic,Medical Sciences,15.482109648144016
Thailand,Medical Sciences,0.7033208136463928
Algeria,Medical Sciences,0.1470659391564503
Australia,Medical Sciences,0.873852976447602
France,Medical Sciences,1.1833576143948128
India,Medical Sciences,0.4501700914482053
Kuwait,Medical Sciences,0.7939917519597408
Libya,Medical Sciences,0.7757888842838079
Nigeria,Medical Sciences,0.1718693851992828
Philippines,Medical Sciences,1.655911559929353
Zambia,Medical Sciences,0.3939149767206031
Afghanistan,Medical Sciences,3.6681637022648927
Bahrain,Medical Sciences,3.486134526062274
Cameroon,Medical Sciences,1.5621829244146983
Canada,Medical Sciences,1.11865289535306
Laos,Medical Sciences,1.542776925353646
Moldova ,Medical Sciences,1.0436432142098195
United Arab Emirates,Medical Sciences,0.9887336369997494
Ecuador,Medical Sciences,1.7215384849259847
New Zealand,Medical Sciences,1.0625780014865898
South Korea,Medical Sciences,1.0217868806346246
United Kingdom,Medical Sciences,1.370083486864382
Hungary,Medical Sciences,1.466994469582883
Latvia,Medical Sciences,0.3054487854813713
Portugal,Medical Sciences,0.7281207771336023
South Korea,Medical Sciences,0.3970891437709213
United Arab Emirates,Medical Sciences,0.4292565140375103
Dominican Republic,Medical Sciences,5.2497414554168245
Lithuania,Medical Sciences,0.3028696993509707
Mali,Medical Sciences,12.796244797578511
Republic of Serbia,Medical Sciences,0.4764458506334911
St-Kitts & Nevis ,Medical Sciences,3.5970450713041204
Ukraine,Medical Sciences,0.3931108398142124
Uzbekistan,Medical Sciences,0.4310068798456121
Czech Republic,Medical Sciences,0.4977442905653301
Gabon,Medical Sciences,1.303780027536176
Ghana ,Medical Sciences,1.6035236673073543
Greece,Medical Sciences,1.1839575284831898
Hungary,Medical Sciences,0.411578426849453
Malawi,Medical Sciences,1.3757127187105858
Mexico,Medical Sciences,0.3490095446962119
Ghana ,Medical Sciences,1.1719505424599228
Greece,Medical Sciences,1.2168374546398308
Hungary,Medical Sciences,1.604298734327531
Senegal,Medical Sciences,1.5314143643068738
Austria,Medical Sciences,1.15952892131104
Japan,Medical Sciences,1.12819695159935
Kenya,Medical Sciences,0.0745694675823939
El Salvador,Medical Sciences,11.648655326255325
French-Guiana,Medical Sciences,7.808439284632691
Nepal,Medical Sciences,1.1305775256986077
Qatar,Medical Sciences,0.710365013469155
Nigeria,Medical Sciences,1.4856616553690525
Peru,Medical Sciences,2.492985277759433
Slovenia,Medical Sciences,1.4531405479748396
United States,Medical Sciences,0.7695958668226051
Barbados,Medical Sciences,0.5899871393860402
Japan,Medical Sciences,1.3105947633128407
Malawi,Medical Sciences,0.3712850101308701
Montenegro,Medical Sciences,0.4088834921694392
Nigeria,Medical Sciences,0.6666607340885794
Papua New Guinea,Medical Sciences,1.239397443890099
Rwanda,Medical Sciences,0.3287714593525262
Turkey,Medical Sciences,0.5676888351528988
Zimbabwe,Medical Sciences,0.241508754253351
Albania,Medical Sciences,0.8078638893644736
Argentina,Medical Sciences,0.8901817738257823
Israel,Medical Sciences,0.4467268966593818
Russia,Medical Sciences,0.2634926697974992
Slovakia,Medical Sciences,0.8025219613066209
Cyprus,Medical Sciences,1.939483005985561
Egypt,Medical Sciences,0.3038435365243694
Germany,Medical Sciences,1.0971626575578253
Reunion,Medical Sciences,1.3287798639170303
South Africa,Medical Sciences,0.319075971189135
Italy,Medical Sciences,0.5661021092670577
Lithuania,Medical Sciences,1.2165419686696282
Brazil,Medical Sciences,0.8792378028025353
Burma,Medical Sciences,1.6905873304289094
Cape Verde,Medical Sciences,1.7036420588492098
Czech Republic,Medical Sciences,0.9714735650417116
Dominican Republic,Medical Sciences,0.56788068628307
Kyrgyzstan,Medical Sciences,0.7003861797491195
Pakistan,Medical Sciences,0.5802564167852685
Slovakia,Medical Sciences,0.4809365934187748
Algeria,Medical Sciences,0.2546750482875297
Comoros,Medical Sciences,10.254915277711191
French-Guiana,Medical Sciences,5.071111950516524
Indonesia,Medical Sciences,0.7909907382106803
Kazakhstan,Medical Sciences,1.622192888518607
Macedonia,Medical Sciences,1.258557784082737
Nepal,Medical Sciences,0.5506816079916512
Poland,Medical Sciences,0.7636485392704448
Reunion,Medical Sciences,1.9637071808383133
Sweden,Medical Sciences,1.4643815276532954
Trinidad and Tobago,Medical Sciences,0.4546514162532056
Australia,Medical Sciences,0.740149128095948
Austria,Medical Sciences,1.22335029445158
Benin,Medical Sciences,1.8572434536934948
Fiji,Medical Sciences,2.1120039274410747
Madagascar,Medical Sciences,0.61972669987687
Montenegro,Medical Sciences,0.2686789806428202
Suriname,Medical Sciences,2.2342778390297684
Mexico,Medical Sciences,0.4321646286711754
Czech Republic,Medical Sciences,1.0927269574826517
Egypt,Medical Sciences,1.385636681307569
Germany,Medical Sciences,1.3132003289949967
Oman,Medical Sciences,0.5830786937131348
Pakistan,Medical Sciences,0.6568509582962154
Portugal,Medical Sciences,1.8005880877914822
Qatar,Medical Sciences,1.5948476352462095
United Kingdom,Medical Sciences,1.1532397848207474
Bangladesh,Medical Sciences,2.186582471503586
Liberia ,Medical Sciences,4.35195470739294
Lithuania,Medical Sciences,0.6840078500600962
Philippines,Medical Sciences,0.9387705227665196
Romania,Medical Sciences,0.3014824300182408
Russia,Medical Sciences,0.1373644240497054
Samoa,Medical Sciences,10.682070645419037
Sri Lanka,Medical Sciences,1.3454516461787334
Venezuela,Medical Sciences,2.4479745229085283
Gabon,Medical Sciences,14.822453817589391
Guinea,Medical Sciences,4.319686541126051
Indonesia,Medical Sciences,1.060149014767983
Iran,Medical Sciences,1.3865927283087625
South Korea,Medical Sciences,0.7416149802352222
Cyprus,Medical Sciences,0.1812717213118613
Luxembourg,Medical Sciences,0.2295900649117555
Macedonia,Medical Sciences,1.2136965704198714
Monaco,Medical Sciences,1.7566660887656034
Mozambique,Medical Sciences,0.8266663947132252
Nigeria,Medical Sciences,0.4305276451021795
Saudi Arabia,Medical Sciences,0.4716907448567512
Benin,Medical Sciences,1.0242857218864392
Cyprus,Medical Sciences,0.8900785634858398
Democratic Republic of the Congo,Medical Sciences,5.161754818955283
Estonia,Medical Sciences,1.803644692866566
Ethiopia,Medical Sciences,0.972615522266055
Honduras ,Medical Sciences,3.7674877126857527
Libya,Medical Sciences,1.431316292592404
Mongolia,Medical Sciences,3.6554434684423103
Montenegro,Medical Sciences,1.0372513639356344
Bolivia,Engineering,0.277291291425378
Cambodia,Engineering,0.3105282612880088
France,Engineering,0.7977440306003979
Kuwait,Engineering,0.9455787948941382
Lebanon ,Engineering,1.25557363203508
Malaysia,Engineering,1.6819268315654612
Netherlands,Engineering,0.396912157780011
Romania,Engineering,0.8840594194359838
Tunisia,Engineering,1.9978402011138647
Finland,Engineering,0.1622461311258688
Malta,Engineering,5.70064278475409
Portugal,Engineering,0.5098553277930916
Denmark,Engineering,0.7177691941905815
Estonia,Engineering,0.1816588290372668
Finland,Engineering,0.64763795659448
Norway,Engineering,0.503760836853016
South Africa,Engineering,1.880364536275355
Sweden,Engineering,0.8767770401208871
Armenia,Engineering,0.2092333675980125
Botswana,Engineering,0.3829158561206142
Cuba,Engineering,0.5543731943835506
Hungary,Engineering,0.4808482103361477
Indonesia,Engineering,1.1043947643546244
Jordan,Engineering,0.6250549472641105
Mexico,Engineering,0.7790322847824522
San Marino,Engineering,2.0300618403854784
Senegal,Engineering,0.0447807758908561
Uganda,Engineering,0.053200455883646
Cameroon,Engineering,1.391171765080627
Kyrgyzstan,Engineering,0.4669699891453971
New-Caledonia,Engineering,0.4144704045669204
Switzerland,Engineering,0.3800951998963582
Brunei,Engineering,0.4686504089384032
Cape Verde,Engineering,2.773903771824604
Greece,Engineering,0.1998815942416504
Kyrgyzstan,Engineering,0.6842295970500689
Slovakia,Engineering,2.6363373334965776
Taiwan,Engineering,0.8023539248795596
Algeria,Engineering,3.076404445664129
Belgium,Engineering,0.6939560722937397
Burkina Faso,Engineering,0.4267926006732435
North Korea,Engineering,1.7953123528320132
Vietnam,Engineering,1.3475773676152618
Cyprus,Engineering,0.2491363154133664
Peru,Engineering,0.2647747421384478
South Africa,Engineering,0.3040412531929484
