Year,Country,Country ID,ECI
1971,Sri Lanka,aslka,-1.0083
1971,Burma,asmmr,-1.37593
1971,Malaysia,asmys,-0.882138
1971,Oman,asomn,-1.35187
1971,Pakistan,aspak,-0.247639
1971,Philippines,asphl,-0.447083
1971,Qatar,asqat,0.046028
1971,Saudi Arabia,assau,-1.01507
1971,Singapore,assgp,0.010946
1971,Syria,assyr,-0.289283
1971,Thailand,astha,-0.852995
1971,Turkey,astur,-0.515846
1971,Vietnam,asvnm,-0.234389
1971,Albania,eualb,0.089795
1971,Austria,euaut,1.96936
1971,Belgium,eubel,1.48649
1971,Bulgaria,eubgr,0.588835
1971,Switzerland,euche,2.01508
1971,Germany,eudeu,2.24741
1971,Denmark,eudnk,1.35966
1971,Spain,euesp,0.916294
1971,Finland,eufin,1.35226
1971,France,eufra,1.69848
1971,United Kingdom,eugbr,2.03752
1971,Greece,eugrc,0.314837
1971,Hungary,euhun,1.01019
1971,Ireland,euirl,1.00326
1971,Italy,euita,1.81948
1971,Netherlands,eunld,1.24771
1971,Norway,eunor,1.24371
1971,Poland,eupol,0.875648
1971,Portugal,euprt,0.947728
1971,Romania,eurou,0.697563
1971,Sweden,euswe,1.91456
1971,Canada,nacan,0.709441
1971,Costa Rica,nacri,0.474371
1971,Dominican Republic,nadom,-0.443618
1971,Guatemala,nagtm,0.314459
1971,Honduras,nahnd,-0.273195
1971,Jamaica,najam,-0.207051
1971,Mexico,namex,0.348713
1971,Nicaragua,nanic,0.158069
1971,Panama,napan,0.606507
1971,El Salvador,naslv,0.554931
1971,Trinidad and Tobago,natto,0.351749
1971,United States,nausa,1.69342
1971,Australia,ocaus,0.057807
1971,New Zealand,ocnzl,0.22548
1971,Argentina,saarg,-0.117285
1971,Bolivia,sabol,-0.780383
1971,Brazil,sabra,-0.614586
1971,Chile,sachl,0.013151
1971,Colombia,sacol,-0.118563
1971,Ecuador,saecu,-1.07145
1971,Peru,saper,-0.826122
1971,Paraguay,sapry,-0.492994
1971,Uruguay,saury,0.298024
1971,Venezuela,saven,-0.88009
1972,Angola,afago,-1.28119
1972,Cote d'Ivoire,afciv,-1.14784
1972,Cameroon,afcmr,-0.958583
1972,Republic of the Congo,afcog,-1.07979
1972,Algeria,afdza,-0.581162
1972,Egypt,afegy,0.084044
1972,Ethiopia,afeth,-1.15615
1972,Gabon,afgab,-1.3714
1972,Ghana,afgha,-1.04168
1972,Guinea,afgin,-1.08984
1972,Kenya,afken,-0.374348
1972,Morocco,afmar,-0.18728
1972,Madagascar,afmdg,-0.889362
